scenario,scheme,index,phase,site,authorized,reason,latency_ns,aggregate_consumed,aggregate_spendable,central_remaining
balanced_equal_shares,lets,245,recovery,site-c,True,authorized_and_claimed,11461400,246,54,
balanced_equal_shares,lets,246,recovery,site-a,True,authorized_and_claimed,11114200,247,53,
balanced_equal_shares,lets,247,recovery,site-b,True,authorized_and_claimed,11822700,248,52,
balanced_equal_shares,lets,248,recovery,site-c,True,authorized_and_claimed,11101600,249,51,
balanced_equal_shares,lets,249,recovery,site-a,True,authorized_and_claimed,11297400,250,50,
balanced_equal_shares,lets,250,recovery,site-b,True,authorized_and_claimed,12304500,251,49,
balanced_equal_shares,lets,251,recovery,site-c,True,authorized_and_claimed,12368300,252,48,
balanced_equal_shares,lets,252,recovery,site-a,True,authorized_and_claimed,11440600,253,47,
balanced_equal_shares,lets,253,recovery,site-b,True,authorized_and_claimed,11640100,254,46,
balanced_equal_shares,lets,254,recovery,site-c,True,authorized_and_claimed,11992200,255,45,
balanced_equal_shares,lets,255,recovery,site-a,True,authorized_and_claimed,11576600,256,44,
balanced_equal_shares,lets,256,recovery,site-b,True,authorized_and_claimed,11795400,257,43,
balanced_equal_shares,lets,257,recovery,site-c,True,authorized_and_claimed,12053200,258,42,
balanced_equal_shares,lets,258,recovery,site-a,True,authorized_and_claimed,11290300,259,41,
balanced_equal_shares,lets,259,recovery,site-b,True,authorized_and_claimed,11837700,260,40,
balanced_equal_shares,lets,260,recovery,site-c,True,authorized_and_claimed,11816300,261,39,
balanced_equal_shares,lets,261,recovery,site-a,True,authorized_and_claimed,11599300,262,38,
balanced_equal_shares,lets,262,recovery,site-b,True,authorized_and_claimed,12266600,263,37,
balanced_equal_shares,lets,263,recovery,site-c,True,authorized_and_claimed,11634300,264,36,
balanced_equal_shares,lets,264,recovery,site-a,True,authorized_and_claimed,11978100,265,35,
balanced_equal_shares,lets,265,recovery,site-b,True,authorized_and_claimed,11791200,266,34,
balanced_equal_shares,lets,266,recovery,site-c,True,authorized_and_claimed,11127300,267,33,
balanced_equal_shares,lets,267,recovery,site-a,True,authorized_and_claimed,11723600,268,32,
balanced_equal_shares,lets,268,recovery,site-b,True,authorized_and_claimed,11776300,269,31,
balanced_equal_shares,lets,269,recovery,site-c,True,authorized_and_claimed,11397700,270,30,
balanced_equal_shares,lets,270,recovery,site-a,True,authorized_and_claimed,10814800,271,29,
balanced_equal_shares,lets,271,recovery,site-b,True,authorized_and_claimed,11854600,272,28,
balanced_equal_shares,lets,272,recovery,site-c,True,authorized_and_claimed,11589800,273,27,
balanced_equal_shares,lets,273,recovery,site-a,True,authorized_and_claimed,11661400,274,26,
balanced_equal_shares,lets,274,recovery,site-b,True,authorized_and_claimed,11847300,275,25,
balanced_equal_shares,lets,275,recovery,site-c,True,authorized_and_claimed,11690900,276,24,
balanced_equal_shares,lets,276,recovery,site-a,True,authorized_and_claimed,10913500,277,23,
balanced_equal_shares,lets,277,recovery,site-b,True,authorized_and_claimed,11667500,278,22,
balanced_equal_shares,lets,278,recovery,site-c,True,authorized_and_claimed,10974800,279,21,
balanced_equal_shares,lets,279,recovery,site-a,True,authorized_and_claimed,10955600,280,20,
balanced_equal_shares,lets,280,recovery,site-b,True,authorized_and_claimed,11740400,281,19,
balanced_equal_shares,lets,281,recovery,site-c,True,authorized_and_claimed,12558100,282,18,
balanced_equal_shares,lets,282,recovery,site-a,True,authorized_and_claimed,10957000,283,17,
balanced_equal_shares,lets,283,recovery,site-b,True,authorized_and_claimed,11913400,284,16,
balanced_equal_shares,lets,284,recovery,site-c,True,authorized_and_claimed,11227900,285,15,
balanced_equal_shares,lets,285,recovery,site-a,True,authorized_and_claimed,11386900,286,14,
balanced_equal_shares,lets,286,recovery,site-b,True,authorized_and_claimed,11704300,287,13,
balanced_equal_shares,lets,287,recovery,site-c,True,authorized_and_claimed,12019600,288,12,
balanced_equal_shares,lets,288,recovery,site-a,True,authorized_and_claimed,11145000,289,11,
balanced_equal_shares,lets,289,recovery,site-b,True,authorized_and_claimed,11916800,290,10,
balanced_equal_shares,lets,290,recovery,site-c,True,authorized_and_claimed,11471500,291,9,
balanced_equal_shares,lets,291,recovery,site-a,True,authorized_and_claimed,11341800,292,8,
balanced_equal_shares,lets,292,recovery,site-b,True,authorized_and_claimed,11612200,293,7,
balanced_equal_shares,lets,293,recovery,site-c,True,authorized_and_claimed,11895600,294,6,
balanced_equal_shares,lets,294,recovery,site-a,True,authorized_and_claimed,11112900,295,5,
balanced_equal_shares,lets,295,recovery,site-b,True,authorized_and_claimed,11935900,296,4,
balanced_equal_shares,lets,296,recovery,site-c,True,authorized_and_claimed,11570600,297,3,
balanced_equal_shares,lets,297,recovery,site-a,True,authorized_and_claimed,10999800,298,2,
balanced_equal_shares,lets,298,recovery,site-b,True,authorized_and_claimed,11386100,299,1,
balanced_equal_shares,lets,299,recovery,site-c,True,authorized_and_claimed,11387200,300,0,
balanced_equal_shares,centralized_counter,0,normal,site-a,True,authorized,370500,,,299
balanced_equal_shares,centralized_counter,1,normal,site-b,True,authorized,305900,,,298
balanced_equal_shares,centralized_counter,2,normal,site-c,True,authorized,310900,,,297
balanced_equal_shares,centralized_counter,3,normal,site-a,True,authorized,317900,,,296
balanced_equal_shares,centralized_counter,4,normal,site-b,True,authorized,318700,,,295
balanced_equal_shares,centralized_counter,5,normal,site-c,True,authorized,315100,,,294
balanced_equal_shares,centralized_counter,6,normal,site-a,True,authorized,312400,,,293
balanced_equal_shares,centralized_counter,7,normal,site-b,True,authorized,307100,,,292
balanced_equal_shares,centralized_counter,8,normal,site-c,True,authorized,321900,,,291
balanced_equal_shares,centralized_counter,9,normal,site-a,True,authorized,313500,,,290
balanced_equal_shares,centralized_counter,10,normal,site-b,True,authorized,313000,,,289
balanced_equal_shares,centralized_counter,11,normal,site-c,True,authorized,314200,,,288
balanced_equal_shares,centralized_counter,12,normal,site-a,True,authorized,317900,,,287
balanced_equal_shares,centralized_counter,13,normal,site-b,True,authorized,378600,,,286
balanced_equal_shares,centralized_counter,14,normal,site-c,True,authorized,340900,,,285
balanced_equal_shares,centralized_counter,15,normal,site-a,True,authorized,355600,,,284
balanced_equal_shares,centralized_counter,16,normal,site-b,True,authorized,317300,,,283
balanced_equal_shares,centralized_counter,17,normal,site-c,True,authorized,316500,,,282
balanced_equal_shares,centralized_counter,18,normal,site-a,True,authorized,317900,,,281
balanced_equal_shares,centralized_counter,19,normal,site-b,True,authorized,341100,,,280
balanced_equal_shares,centralized_counter,20,normal,site-c,True,authorized,314500,,,279
balanced_equal_shares,centralized_counter,21,normal,site-a,True,authorized,315700,,,278
balanced_equal_shares,centralized_counter,22,normal,site-b,True,authorized,317700,,,277
